MethodID,Step,Operator,Success,ParentMemory(KB),ChildMemory(KB),Reward
6,35,DeleteStatement,false,7,-1,0.0000
6,36,BinaryOperatorReplacement,true,7,7,1.0000
6,37,UnaryOperatorReplacement,true,7,7,1.0000
6,38,BinaryOperatorReplacement,true,7,7,1.0000
6,39,UnaryOperatorReplacement,true,7,7,1.0000
6,40,CopyStatement,false,7,-1,0.0000
6,41,ReplaceStatement,false,7,-1,0.0000
6,42,SwapStatement,false,7,-1,0.0000
6,43,MoveStatement,false,7,-1,0.0000
6,44,MatchedDeleteStatement,false,7,-1,0.0000
6,45,MatchedCopyStatement,false,7,-1,0.0000
6,46,MatchedReplaceStatement,false,7,-1,0.0000
6,47,MatchedSwapStatement,false,7,-1,0.0000
6,48,BinaryOperatorReplacement,true,7,7,1.0000
6,49,UnaryOperatorReplacement,true,7,7,1.0000
6,50,BinaryOperatorReplacement,true,7,7,1.0000
6,51,UnaryOperatorReplacement,true,7,7,1.0000
6,52,DeleteStatement,true,7,7,1.0000
6,53,BinaryOperatorReplacement,true,7,7,1.0000
6,54,UnaryOperatorReplacement,true,7,7,1.0000
6,55,DeleteStatement,false,7,-1,0.0000
6,56,BinaryOperatorReplacement,true,7,7,1.0000
6,57,UnaryOperatorReplacement,true,7,7,1.0000
6,58,BinaryOperatorReplacement,true,7,7,1.0000
6,59,UnaryOperatorReplacement,true,7,7,1.0000
6,60,BinaryOperatorReplacement,true,7,7,1.0000
6,61,UnaryOperatorReplacement,true,7,7,1.0000
6,62,BinaryOperatorReplacement,true,7,7,1.0000
6,63,UnaryOperatorReplacement,true,7,7,1.0000
6,64,BinaryOperatorReplacement,true,7,7,1.0000
6,65,UnaryOperatorReplacement,true,7,7,1.0000
6,66,BinaryOperatorReplacement,true,7,7,1.0000
6,67,UnaryOperatorReplacement,true,7,7,1.0000
6,68,BinaryOperatorReplacement,true,7,7,1.0000
6,69,UnaryOperatorReplacement,true,7,7,1.0000
6,70,CopyStatement,false,7,-1,0.0000
6,71,ReplaceStatement,false,7,-1,0.0000
6,72,SwapStatement,false,7,-1,0.0000
6,73,MoveStatement,true,7,7,1.0000
6,74,MoveStatement,false,7,-1,0.0000
6,75,MatchedDeleteStatement,true,7,7,1.0000
6,76,MatchedDeleteStatement,false,7,-1,0.0000
6,77,MatchedCopyStatement,false,7,-1,0.0000
6,78,MatchedReplaceStatement,false,7,-1,0.0000
6,79,MatchedSwapStatement,false,7,-1,0.0000
6,80,DeleteStatement,true,7,7,1.0000
6,81,BinaryOperatorReplacement,true,7,7,1.0000
6,82,UnaryOperatorReplacement,true,7,7,1.0000
6,83,DeleteStatement,true,7,7,1.0000
6,84,BinaryOperatorReplacement,true,7,7,1.0000
6,85,UnaryOperatorReplacement,true,7,7,1.0000
6,86,DeleteStatement,true,7,7,1.0000
6,87,BinaryOperatorReplacement,true,7,7,1.0000
6,88,UnaryOperatorReplacement,true,7,7,1.0000
6,89,DeleteStatement,false,7,-1,0.0000
6,90,BinaryOperatorReplacement,true,7,7,1.0000
6,91,UnaryOperatorReplacement,true,7,7,1.0000
6,92,BinaryOperatorReplacement,true,7,7,1.0000
6,93,UnaryOperatorReplacement,true,7,7,1.0000
6,94,BinaryOperatorReplacement,true,7,7,1.0000
6,95,UnaryOperatorReplacement,true,7,7,1.0000
6,96,BinaryOperatorReplacement,true,7,7,1.0000
6,97,UnaryOperatorReplacement,true,7,7,1.0000
6,98,BinaryOperatorReplacement,true,7,7,1.0000
6,99,UnaryOperatorReplacement,true,7,7,1.0000
