"PatchIndex","PatchSize","Patch","MethodIndex","TestIndex","UnitTest","RepNumber","PatchValid","PatchCompiled","TestPassed","TestExecutionTime(ns)","TestCPUTime(ns)","TestTimedOut","TestExceptionType","TestExceptionMessage","AssertionExpectedValue","AssertionActualValue","NoOp","EditsValid"
"79","1","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1865 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2101 |","6","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"80","1","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3289 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876 |","1","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"81","1","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3745 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876:876 |","1","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"82","1","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2178 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2231 |","3","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","true","true","314583","312000","false","N/A","N/A","N/A","N/A","false","1"
"83","1","| gin.edit.matched.MatchedSwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2622 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2426 |","4","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"84","1","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":4907 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2168 |","3","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"85","1","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1200 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2431:2431 |","4","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"86","1","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2231 |","3","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","true","true","713958","706000","false","N/A","N/A","N/A","N/A","false","1"
"87","1","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3977 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1255:1332 |","2","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"88","1","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2385 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2522 |","4","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"89","1","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1977 MINUS -> LEFT_SHIFT |","6","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","true","true","321375","318000","false","N/A","N/A","N/A","N/A","false","1"
"90","1","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2093 SIGNED_RIGHT_SHIFT -> REMAINDER |","6","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","true","true","319708","317000","false","N/A","N/A","N/A","N/A","false","1"
"91","1","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2546 SIGNED_RIGHT_SHIFT -> DIVIDE |","4","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","true","true","323959","322000","false","N/A","N/A","N/A","N/A","false","1"
"92","1","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2199 LESS -> EQUALS |","3","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","true","true","307291","305000","false","N/A","N/A","N/A","N/A","false","1"
"93","1","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1954 |","6","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","true","true","541459","488000","false","N/A","N/A","N/A","N/A","false","1"
"94","1","| gin.edit.statement.ReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1996 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2237 |","3","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"95","1","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1213 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1850 |","6","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"96","1","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":877 |","1","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","true","false","347209","345000","false","java.lang.AssertionError","expected:<-86> but was:<2560>","-86","2560","false","1"
"97","1","| gin.edit.matched.MatchedSwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1314 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2238 |","3","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"98","1","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1904 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":877 |","1","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"99","1","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1827 |","5","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","true","true","true","312625","310000","false","N/A","N/A","N/A","N/A","false","1"
"100","1","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2335 |","3","1","org.jcodec.codecs.h264.CoeffTransformerTest.testDCT []","1","false","false","false","0","0","false","N/A","N/A","N/A","N/A","true","0"
