"PatchIndex","MethodName","MethodID","Operator","Patch","Compiled","AllTestsPassed","BaselineMemory(KB)","PatchMemory(KB)","MemoryImprovement(KB)","ImprovementPercent"
"87","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2787 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2432 |","false","false","7","-1","8","114.29"
"88","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1866 |","false","false","7","-1","8","114.29"
"89","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2272 MULTIPLY -> LEFT_SHIFT |","true","true","7","7","0","0.00"
"90","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","MatchedCopyStatement","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3149 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1566:1585 |","false","false","7","-1","8","114.29"
"91","org.jcodec.codecs.h264.decode.CoeffTransformer.fdct4x4(int[])","2","MatchedSwapStatement","| gin.edit.matched.MatchedSwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1082 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1314 |","false","false","7","-1","8","114.29"
"92","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2431 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2445 |","false","false","7","-1","8","114.29"
"93","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","UnaryOperatorReplacement","| gin.edit.modifynode.UnaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2259 POSTFIX_INCREMENT -> PREFIX_INCREMENT |","true","true","7","7","0","0.00"
"94","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","UnaryOperatorReplacement","| gin.edit.modifynode.UnaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1707 POSTFIX_INCREMENT -> PREFIX_INCREMENT |","true","true","7","7","0","0.00"
"95","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1850 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2384 |","false","false","7","-1","8","114.29"
"96","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2394 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2169 |","false","false","7","-1","8","114.29"
"97","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":4419 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1954 |","false","false","7","-1","8","114.29"
"98","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3990 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1996 |","false","false","7","-1","8","114.29"
"99","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2010 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1884 |","false","false","7","-1","8","114.29"
"100","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1763 PLUS -> REMAINDER |","true","true","7","7","0","0.00"
