"PatchIndex","MethodName","MethodID","Operator","Patch","Compiled","AllTestsPassed","BaselineMemory(KB)","PatchMemory(KB)","MemoryImprovement(KB)","ImprovementPercent"
"85","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2385 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2445 |","false","false","7","-1","8","114.29"
"86","org.jcodec.codecs.h264.decode.CoeffTransformer.fdct4x4(int[])","2","MatchedCopyStatement","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":4310 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1255:1256 |","false","false","7","-1","8","114.29"
"87","org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])","3","CopyStatement","| gin.edit.statement.CopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1968 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2231:2232 |","false","false","7","-1","8","114.29"
"88","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2048 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2009 |","false","false","7","-1","8","114.29"
"89","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2399 REMAINDER -> UNSIGNED_RIGHT_SHIFT |","true","true","7","7","0","0.00"
"90","org.jcodec.codecs.h264.decode.CoeffTransformer.fvdDC4x4(int[])","6","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1865 |","false","false","7","-1","8","114.29"
"91","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2452 SIGNED_RIGHT_SHIFT -> MULTIPLY |","true","true","7","7","0","0.00"
"92","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1643 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1710 |","false","false","7","-1","8","114.29"
"93","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2478 MINUS -> SIGNED_RIGHT_SHIFT |","true","true","7","7","0","0.00"
"94","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedCopyStatement","| gin.edit.matched.MatchedCopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2845 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":876:877 |","false","false","220","-1","221","100.45"
"95","org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[])","5","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1683 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1710 |","false","false","7","-1","8","114.29"
"96","org.jcodec.codecs.h264.decode.CoeffTransformer.fdct4x4(int[])","2","MatchedSwapStatement","| gin.edit.matched.MatchedSwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":3559 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":1332 |","false","false","7","-1","8","114.29"
"97","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2452 SIGNED_RIGHT_SHIFT -> REMAINDER |","true","true","7","7","0","0.00"
"98","org.jcodec.codecs.h264.decode.CoeffTransformer.quantizeAC(int[],int)","4","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2521 <-> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":2384 |","false","false","7","-1","8","114.29"
"99","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/CoeffTransformer.java"":877 |","true","false","220","-1","221","100.45"
"100","org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[])","1","UnaryOperatorReplacement","|","true","true","220","7","213","96.82"
